"Day","Home","Visitor","Hscore","Vscore","Neutral","Diff"
53,1102,1471,84,53,0,31
53,1315,1295,82,78,0,4
53,1261,1376,85,80,0,5
53,1399,1398,74,71,0,3
53,1465,1470,73,67,0,6
53,1425,1450,85,77,0,8
53,1362,1140,63,72,0,-9
53,1102,1143,63,72,0,-9
53,1218,1167,72,83,0,-11
53,1408,1396,57,65,0,-8
53,1168,1169,85,86,0,-1
53,1298,1110,87,86,0,1
53,1159,1221,95,55,0,40
53,1420,1216,63,70,0,-7
53,1131,1119,59,79,0,-20
53,1392,1306,64,81,0,-17
53,1288,1164,92,72,0,20
53,1137,1250,75,70,0,5
53,1127,1262,78,92,0,-14
53,1436,1263,65,30,0,35
53,1248,1259,77,75,0,2
53,1101,1368,76,42,0,34
53,1244,1466,64,66,0,-2
53,1175,1313,76,87,0,-11
53,1391,1251,58,68,0,-10
53,1146,1311,72,74,0,-2
53,1107,1312,83,75,0,8
53,1105,1106,70,63,0,7
53,1380,1115,88,53,0,35
53,1252,1316,67,72,0,-5
53,1108,1290,71,59,0,12
53,1102,1270,99,84,0,15
53,1195,1468,63,80,0,-17
53,1230,1372,65,83,0,-18
53,1411,1212,72,78,0,-6
54,1321,1234,73,96,0,-23
54,1345,1336,80,72,0,8
54,1180,1456,64,69,0,-5
54,1158,1318,66,68,0,-2
54,1174,1220,67,68,0,-1
54,1267,1443,67,69,0,-2
54,1102,1416,75,58,0,17
54,1200,1269,46,65,0,-19
54,1409,1102,58,57,0,1
54,1226,1170,57,56,0,1
54,1305,1201,79,65,0,14
54,1133,1191,86,55,0,31
54,1229,1232,68,74,0,-6
54,1102,1173,54,67,0,-13
54,1260,1320,88,46,0,42
54,1360,1365,63,69,0,-6
54,1448,1439,60,64,0,-4
54,1451,1470,94,79,0,15
54,1168,1169,85,77,0,8
54,1127,1262,67,77,0,-10
54,1298,1110,71,59,0,12
54,1159,1221,96,87,0,9
54,1436,1263,88,60,0,28
54,1420,1216,57,49,0,8
54,1131,1119,65,76,0,-11
54,1392,1306,64,67,0,-3
54,1288,1164,79,89,0,-10
54,1250,1137,61,77,0,-16
54,1107,1312,83,71,0,12
54,1175,1313,79,83,0,-4
54,1259,1248,70,72,0,-2
55,1406,1423,72,69,0,3
55,1359,1441,82,78,0,4
55,1247,1386,90,83,0,7
55,1163,1385,70,74,0,-4
55,1422,1154,87,73,0,14
55,1190,1440,92,81,0,11
55,1257,1199,65,78,0,-13
55,1102,1461,58,77,0,-19
55,1124,1242,77,69,0,8
55,1424,1307,53,46,0,7
55,1226,1170,65,70,0,-5
55,1108,1115,82,48,0,34
55,1380,1290,102,61,0,41
55,1102,1212,59,50,0,9
56,1406,1423,78,74,0,4
56,1245,1138,84,81,0,3
56,1326,1345,65,67,0,-2
56,1328,1243,76,50,0,26
56,1275,1123,81,71,0,10
56,1276,1268,87,63,0,24
56,1177,1139,53,67,0,-14
56,1393,1274,83,57,0,26
56,1132,1103,57,69,0,-12
56,1196,1397,75,49,0,26
56,1281,1376,81,70,0,11
56,1405,1141,89,72,0,17
56,1333,1425,58,56,0,2
56,1398,1369,59,63,0,-4
56,1228,1336,79,65,0,14
56,1429,1161,83,64,0,19
56,1437,1371,76,74,0,2
56,1338,1181,79,73,0,6
56,1261,1104,75,105,0,-30
56,1280,1279,46,64,0,-18
56,1258,1360,72,69,0,3
56,1255,1219,75,54,0,21
56,1342,1457,58,72,0,-14
56,1205,1421,75,79,0,-4
56,1144,1347,91,97,0,-6
57,1172,1200,73,58,0,15
57,1441,1190,48,59,0,-11
57,1382,1433,70,54,0,16
57,1182,1348,71,69,0,2
57,1210,1155,83,65,0,18
57,1154,1273,63,83,0,-20
57,1434,1260,39,75,0,-36
57,1440,1202,74,73,0,1
57,1206,1386,87,85,0,2
57,1208,1246,63,62,0,1
57,1314,1448,80,73,0,7
57,1102,1409,86,59,0,27
57,1359,1151,64,70,0,-6
57,1102,1160,84,80,0,4
57,1166,1344,70,74,0,-4
57,1116,1120,75,73,0,2
57,1229,1133,71,56,0,15
57,1458,1321,68,52,0,16
57,1129,1201,73,51,0,22
57,1342,1457,66,78,0,-12
57,1255,1219,67,54,0,13
57,1205,1421,84,57,0,27
57,1372,1322,86,74,0,12
57,1270,1368,88,92,0,-4
57,1223,1311,83,92,0,-9
57,1102,1394,87,68,0,19
57,1358,1101,64,57,0,7
57,1144,1347,61,67,0,-6
58,1138,1185,92,77,0,15
58,1307,1363,67,51,0,16
58,1275,1132,96,77,0,19
58,1103,1141,81,67,0,14
58,1336,1353,75,67,0,8
58,1287,1369,76,65,0,11
58,1102,1455,72,52,0,20
58,1184,1404,113,73,0,40
58,1258,1388,61,65,0,-4
58,1125,1183,79,66,0,13
58,1319,1286,51,62,0,-11
58,1170,1285,66,78,0,-12
58,1294,1186,78,76,0,2
58,1293,1240,82,85,0,-3
58,1122,1399,72,69,0,3
58,1140,1102,95,67,0,28
58,1337,1334,85,68,0,17
58,1234,1102,69,81,0,-12
58,1143,1417,57,61,0,-4
58,1113,1112,82,84,0,-2
58,1451,1381,91,67,0,24
58,1398,1188,65,67,0,-2
58,1365,1362,50,73,0,-23
58,1450,1102,56,71,0,-15
58,1340,1226,57,64,0,-7
58,1429,1161,76,84,0,-8
58,1467,1192,62,51,0,11
58,1357,1384,58,76,0,-18
58,1148,1102,57,67,0,-10
59,1237,1460,65,95,0,-30
59,1346,1310,56,59,0,-3
59,1464,1227,66,67,0,-1
59,1453,1236,77,59,0,18
59,1111,1209,80,71,0,9
59,1157,1407,90,81,0,9
59,1351,1265,76,64,0,12
59,1345,1276,53,70,0,-17
59,1102,1402,47,57,0,-10
59,1426,1102,59,66,0,-7
59,1352,1297,76,81,0,-5
59,1373,1389,62,68,0,-6
59,1324,1102,86,81,0,5
59,1198,1267,66,79,0,-13
59,1194,1150,66,53,0,13
59,1414,1142,68,49,0,19
59,1169,1102,58,105,0,-47
59,1415,1167,45,47,0,-2
59,1102,1117,81,68,0,13
59,1102,1379,70,64,0,6
59,1471,1413,89,69,0,20
59,1375,1204,75,84,0,-9
59,1412,1349,78,68,0,10
59,1168,1218,83,67,0,16
59,1461,1305,71,64,0,7
59,1442,1377,60,65,0,-5
59,1295,1102,70,58,0,12
59,1355,1315,92,73,0,19
59,1156,1454,64,53,0,11
59,1431,1256,82,74,0,8
59,1469,1213,74,77,0,-3
59,1102,1361,61,98,0,-37
59,1357,1384,82,70,0,12
59,1148,1102,65,64,0,1
59,1467,1192,76,71,0,5
59,1466,1239,82,81,0,1
59,1468,1391,67,62,0,5
59,1316,1244,69,54,0,15
59,1252,1195,69,79,0,-10
60,1328,1242,75,68,0,7
60,1151,1422,66,74,0,-8
60,1376,1120,86,109,0,-23
60,1393,1439,78,60,0,18
60,1237,1460,72,100,0,-28
60,1405,1245,76,74,0,2
60,1396,1102,51,68,0,-17
60,1166,1163,74,66,0,8
60,1318,1241,72,63,0,9
60,1386,1206,62,71,0,-9
60,1423,1174,77,70,0,7
60,1435,1116,71,92,0,-21
60,1278,1268,49,63,0,-14
60,1273,1440,83,80,0,3
60,1381,1451,77,72,0,5
60,1314,1301,86,76,0,10
60,1294,1186,76,82,0,-6
60,1198,1267,72,89,0,-17
60,1220,1406,71,58,0,13
60,1416,1374,65,78,0,-13
60,1329,1124,66,81,0,-15
60,1208,1196,84,92,0,-8
60,1319,1286,53,58,0,-5
60,1307,1363,71,83,0,-12
60,1170,1285,89,83,0,6
60,1437,1344,71,56,0,15
60,1350,1247,78,84,0,-6
60,1199,1155,80,61,0,19
60,1157,1407,70,65,0,5
60,1340,1226,69,43,0,26
60,1279,1401,61,50,0,11
60,1243,1452,47,69,0,-22
60,1287,1404,76,44,0,32
60,1194,1150,71,74,0,-3
60,1257,1181,70,65,0,5
60,1190,1202,71,62,0,9
60,1111,1209,74,61,0,13
60,1102,1379,78,72,0,6
60,1458,1326,62,74,0,-12
60,1459,1441,91,78,0,13
60,1385,1430,96,78,0,18
60,1346,1310,78,69,0,9
60,1433,1173,66,43,0,23
60,1464,1227,85,77,0,8
60,1390,1417,73,72,0,1
60,1125,1188,114,62,0,52
60,1398,1183,65,54,0,11
60,1102,1402,63,69,0,-6
60,1426,1102,66,61,0,5
60,1412,1349,86,74,0,12
60,1352,1297,74,79,0,-5
60,1292,1443,67,82,0,-15
60,1324,1102,72,82,0,-10
60,1156,1454,80,81,0,-1
60,1102,1117,77,74,0,3
60,1453,1236,87,72,0,15
60,1122,1240,70,76,0,-6
60,1102,1360,70,78,0,-8
60,1375,1204,62,48,0,14
60,1444,1103,68,79,0,-11
60,1471,1413,71,78,0,-7
60,1185,1275,63,85,0,-22
60,1104,1280,81,73,0,8
60,1246,1261,82,69,0,13
60,1266,1177,61,68,0,-7
60,1229,1434,60,69,0,-9
60,1448,1338,76,75,0,1
60,1351,1265,67,76,0,-9
60,1258,1365,69,72,0,-3
60,1336,1321,81,78,0,3
60,1373,1389,47,40,0,7
60,1414,1142,67,44,0,23
60,1169,1102,66,80,0,-14
60,1415,1167,70,63,0,7
60,1362,1388,63,67,0,-4
60,1182,1382,61,65,0,-4
60,1168,1218,53,76,0,-23
60,1438,1210,64,62,0,2
60,1450,1160,59,70,0,-11
60,1331,1282,60,58,0,2
60,1442,1377,74,84,0,-10
60,1143,1425,68,76,0,-8
60,1431,1256,55,73,0,-18
60,1397,1281,64,73,0,-9
60,1293,1399,72,63,0,9
60,1295,1102,84,58,0,26
60,1355,1315,85,74,0,11
60,1465,1253,96,75,0,21
60,1469,1213,46,81,0,-35
60,1140,1337,65,54,0,11
60,1211,1334,95,49,0,46
60,1332,1333,64,75,0,-11
60,1456,1180,64,79,0,-15
60,1325,1123,85,77,0,8
60,1110,1259,71,70,0,1
60,1164,1313,81,71,0,10
60,1221,1250,72,75,0,-3
60,1306,1107,71,64,0,7
60,1298,1119,69,62,0,7
60,1105,1380,68,58,0,10
60,1230,1394,72,53,0,19
60,1101,1146,93,58,0,35
60,1248,1131,76,81,0,-5
60,1368,1322,68,73,0,-5
60,1316,1244,68,65,0,3
60,1468,1391,76,65,0,11
60,1290,1102,31,77,0,-46
60,1372,1249,102,72,0,30
60,1106,1108,52,57,0,-5
60,1115,1411,57,66,0,-9
60,1311,1102,86,62,0,24
60,1223,1270,71,74,0,-3
60,1212,1238,61,75,0,-14
60,1466,1239,76,54,0,22
60,1252,1195,71,56,0,15
60,1312,1392,74,65,0,9
61,1318,1241,72,79,0,-7
61,1269,1172,60,69,0,-9
61,1102,1353,70,74,0,-4
61,1423,1174,62,67,0,-5
61,1292,1443,52,68,0,-16
61,1220,1406,74,69,0,5
61,1348,1200,52,42,0,10
61,1187,1102,53,80,0,-27
61,1102,1102,83,79,0,4
61,1461,1305,93,88,0,5
61,1133,1260,56,69,0,-13
61,1274,1323,59,73,0,-14
61,1229,1434,66,70,0,-4
61,1331,1282,76,81,0,-5
61,1102,1361,59,91,0,-32
61,1164,1313,81,77,0,4
61,1306,1107,64,83,0,-19
61,1221,1250,74,82,0,-8
61,1421,1347,76,68,0,8
61,1288,1175,99,83,0,16
61,1312,1392,44,56,0,-12
61,1219,1342,81,57,0,24
61,1205,1149,74,62,0,12
61,1298,1119,78,87,0,-9
61,1248,1131,61,64,0,-3
61,1259,1110,79,81,0,-2
62,1102,1258,50,75,0,-25
62,1232,1356,69,66,0,3
62,1438,1393,81,58,0,23
62,1133,1260,58,65,0,-7
62,1424,1429,59,56,0,3
62,1235,1329,60,81,0,-21
62,1452,1403,88,87,0,1
62,1112,1113,80,67,0,13
62,1421,1347,63,73,0,-10
62,1205,1149,80,71,0,9
62,1219,1342,56,71,0,-15
62,1115,1102,56,73,0,-17
62,1106,1380,66,64,0,2
63,1396,1409,76,67,0,9
63,1232,1356,71,59,0,12
63,1325,1444,81,58,0,23
63,1386,1350,56,79,0,-23
63,1397,1280,56,53,0,3
63,1102,1374,76,72,0,4
63,1275,1405,81,90,0,-9
63,1338,1314,65,75,0,-10
63,1400,1328,79,80,0,-1
63,1103,1185,86,65,0,21
63,1104,1246,70,59,0,11
63,1283,1179,61,68,0,-7
63,1183,1188,74,87,0,-13
63,1163,1139,63,51,0,12
63,1387,1173,71,76,0,-5
63,1120,1281,88,82,0,6
63,1401,1261,66,78,0,-12
63,1181,1210,75,68,0,7
63,1404,1369,69,66,0,3
63,1384,1192,92,94,0,-2
64,1337,1140,76,73,0,3
64,1241,1406,78,63,0,15
64,1247,1348,60,73,0,-13
64,1199,1274,81,59,0,22
64,1200,1182,62,86,0,-24
64,1196,1435,78,71,0,7
64,1440,1441,87,61,0,26
64,1344,1266,72,63,0,9
64,1371,1166,81,85,0,-4
64,1416,1187,71,64,0,7
64,1154,1459,77,69,0,8
64,1376,1208,83,59,0,24
64,1323,1439,51,62,0,-11
64,1326,1336,83,79,0,4
64,1301,1448,72,67,0,5
64,1116,1279,74,59,0,15
64,1177,1385,68,81,0,-13
64,1161,1129,78,56,0,22
64,1124,1243,107,59,0,48
64,1160,1450,70,58,0,12
64,1283,1179,73,78,0,-5
64,1155,1257,54,50,0,4
64,1268,1458,55,61,0,-6
64,1424,1429,74,83,0,-9
64,1245,1132,96,91,0,5
64,1422,1273,81,68,0,13
64,1384,1192,90,82,0,8
64,1322,1102,81,73,0,8
64,1394,1358,70,75,0,-5
64,1311,1270,76,69,0,7
64,1230,1223,57,73,0,-16
64,1101,1372,82,62,0,20
64,1368,1146,69,57,0,12
64,1254,1467,63,68,0,-5
65,1425,1333,75,62,0,13
65,1361,1461,87,57,0,30
65,1102,1431,86,79,0,7
65,1353,1277,67,37,0,30
65,1379,1256,63,76,0,-13
65,1374,1102,67,65,0,2
65,1434,1133,91,85,0,6
65,1242,1395,59,51,0,8
65,1293,1398,73,53,0,20
65,1240,1287,66,85,0,-19
65,1360,1211,62,90,0,-28
65,1404,1183,51,41,0,10
65,1122,1125,76,81,0,-5
65,1369,1188,64,62,0,2
65,1292,1412,59,70,0,-11
65,1102,1451,56,81,0,-25
65,1408,1102,60,83,0,-23
65,1363,1102,59,58,0,1
65,1112,1390,64,73,0,-9
65,1113,1143,72,68,0,4
65,1201,1307,64,62,0,2
65,1457,1421,84,80,0,4
65,1254,1467,78,68,0,10
66,1310,1284,67,77,0,-10
66,1464,1102,75,78,0,-3
66,1402,1102,60,62,0,-2
66,1150,1198,63,55,0,8
66,1297,1227,72,68,0,4
66,1237,1454,73,68,0,5
66,1204,1157,62,79,0,-17
66,1413,1102,51,72,0,-21
66,1236,1324,66,81,0,-15
66,1156,1453,74,68,0,6
66,1142,1169,76,70,0,6
66,1117,1426,83,75,0,8
66,1407,1111,71,62,0,9
66,1138,1325,75,76,0,-1
66,1102,1102,66,62,0,4
66,1389,1264,59,55,0,4
66,1282,1295,67,71,0,-4
66,1377,1303,91,59,0,32
66,1430,1470,73,60,0,13
66,1315,1442,83,81,0,2
66,1460,1352,79,70,0,9
66,1228,1234,80,75,0,5
66,1465,1469,89,74,0,15
66,1213,1308,70,62,0,8
66,1161,1129,77,85,0,-8
66,1167,1168,84,90,0,-6
66,1218,1414,51,53,0,-2
66,1349,1317,74,79,0,-5
66,1319,1294,68,64,0,4
66,1342,1255,45,49,0,-4
66,1457,1421,55,57,0,-2
66,1244,1468,67,84,0,-17
66,1316,1466,78,82,0,-4
66,1239,1251,54,59,0,-5
66,1195,1391,64,63,0,1
66,1205,1219,55,59,0,-4
66,1144,1149,59,58,0,1
67,1328,1104,66,61,0,5
67,1243,1401,61,68,0,-7
67,1181,1155,79,53,0,26
67,1187,1409,68,77,0,-9
67,1207,1344,73,72,0,1
67,1406,1456,74,84,0,-10
67,1433,1247,73,62,0,11
67,1423,1220,73,82,0,-9
67,1265,1373,55,54,0,1
67,1441,1202,69,75,0,-6
67,1452,1196,80,85,0,-5
67,1103,1123,74,42,0,32
67,1275,1444,65,56,0,9
67,1261,1403,71,76,0,-5
67,1281,1395,102,98,0,4
67,1448,1274,66,54,0,12
67,1174,1189,66,43,0,23
67,1382,1206,84,67,0,17
67,1160,1102,74,77,0,-3
67,1371,1437,72,80,0,-8
67,1256,1379,65,62,0,3
67,1102,1451,62,81,0,-19
67,1237,1454,76,83,0,-7
67,1336,1458,81,71,0,10
67,1310,1284,83,74,0,9
67,1124,1120,84,72,0,12
67,1245,1141,83,76,0,7
67,1150,1198,68,65,0,3
67,1210,1199,76,65,0,11
67,1356,1320,62,74,0,-12
67,1329,1116,81,77,0,4
67,1459,1273,72,69,0,3
67,1173,1348,67,56,0,11
67,1190,1154,112,84,0,28
67,1455,1416,93,88,0,5
67,1204,1157,61,58,0,3
67,1464,1102,72,77,0,-5
67,1297,1227,69,67,0,2
67,1112,1143,71,50,0,21
67,1236,1324,75,82,0,-7
67,1117,1426,64,65,0,-1
67,1122,1398,71,56,0,15
67,1132,1405,66,84,0,-18
67,1402,1102,73,74,0,-1
67,1102,1102,65,49,0,16
67,1407,1111,65,59,0,6
67,1399,1287,55,74,0,-19
67,1404,1188,60,76,0,-16
67,1139,1462,55,68,0,-13
67,1280,1235,95,56,0,39
67,1397,1242,80,61,0,19
67,1369,1183,75,44,0,31
67,1363,1102,75,62,0,13
67,1439,1438,65,51,0,14
67,1208,1279,71,61,0,10
67,1417,1333,57,52,0,5
67,1413,1102,86,89,0,-3
67,1460,1352,86,56,0,30
67,1156,1453,73,65,0,8
67,1142,1169,51,64,0,-13
67,1422,1440,76,59,0,17
67,1182,1386,67,50,0,17
67,1201,1307,65,55,0,10
67,1345,1278,81,62,0,19
67,1177,1166,62,69,0,-7
67,1337,1211,75,97,0,-22
67,1389,1264,68,54,0,14
67,1377,1303,97,93,0,4
67,1430,1470,62,70,0,-8
67,1282,1295,49,47,0,2
67,1338,1323,58,84,0,-26
67,1435,1376,93,81,0,12
67,1293,1125,71,72,0,-1
67,1315,1442,87,99,0,-12
67,1213,1308,65,53,0,12
67,1431,1102,69,51,0,18
67,1465,1469,75,79,0,-4
67,1167,1168,83,73,0,10
67,1113,1390,79,75,0,4
67,1361,1461,98,71,0,27
67,1218,1414,62,61,0,1
67,1140,1334,95,87,0,8
67,1298,1259,70,52,0,18
67,1392,1216,57,59,0,-2
67,1102,1357,58,61,0,-3
67,1127,1306,65,44,0,21
67,1250,1137,70,84,0,-14
67,1102,1197,70,58,0,12
67,1221,1159,63,74,0,-11
67,1164,1288,76,79,0,-3
67,1383,1254,88,102,0,-14
67,1342,1255,66,54,0,12
67,1102,1105,79,57,0,22
67,1244,1468,79,84,0,-5
67,1313,1175,94,66,0,28
67,1108,1380,59,76,0,-17
67,1368,1102,79,73,0,6
67,1146,1322,77,81,0,-4
67,1205,1219,69,72,0,-3
67,1316,1466,82,72,0,10
67,1249,1270,64,56,0,8
67,1144,1149,75,67,0,8
67,1239,1251,58,64,0,-6
67,1212,1115,74,71,0,3
67,1238,1290,106,56,0,50
67,1192,1136,81,79,0,2
67,1384,1148,62,59,0,3
67,1195,1391,66,77,0,-11
67,1230,1101,67,75,0,-8
67,1411,1106,80,73,0,7
68,1396,1408,64,81,0,-17
68,1406,1456,74,75,0,-1
68,1423,1220,83,89,0,-6
68,1102,1374,70,48,0,22
68,1326,1277,79,62,0,17
68,1186,1170,68,60,0,8
68,1174,1189,75,70,0,5
68,1241,1180,73,64,0,9
68,1179,1229,78,76,0,2
68,1283,1260,46,72,0,-26
68,1412,1292,63,52,0,11
68,1265,1373,50,63,0,-13
68,1266,1385,73,75,0,-2
68,1191,1434,70,52,0,18
68,1232,1133,60,57,0,3
68,1317,1349,79,53,0,26
68,1356,1320,71,68,0,3
68,1393,1301,76,73,0,3
68,1321,1353,56,64,0,-8
68,1102,1450,62,77,0,-15
68,1305,1424,89,60,0,29
68,1415,1471,71,59,0,12
68,1312,1420,69,65,0,4
68,1392,1216,63,49,0,14
68,1102,1357,76,64,0,12
68,1127,1306,65,71,0,-6
68,1102,1197,67,65,0,2
68,1192,1136,95,84,0,11
68,1384,1148,77,85,0,-8
68,1372,1358,78,68,0,10
68,1137,1250,92,68,0,24
68,1221,1159,60,78,0,-18
69,1441,1154,76,75,0,1
69,1257,1210,74,58,0,16
69,1186,1170,94,79,0,15
69,1188,1122,59,74,0,-15
69,1232,1133,67,55,0,12
69,1274,1181,77,75,0,2
69,1191,1434,58,51,0,7
69,1369,1293,60,77,0,-17
69,1179,1229,95,60,0,35
69,1459,1190,67,62,0,5
69,1102,1416,96,69,0,27
69,1283,1260,50,70,0,-20
69,1403,1328,57,52,0,5
69,1212,1290,85,72,0,13
69,1102,1106,87,63,0,24
69,1411,1105,66,49,0,17
69,1238,1115,63,55,0,8
69,1300,1354,91,77,0,14
70,1323,1448,79,58,0,21
70,1266,1139,70,67,0,3
70,1188,1183,61,70,0,-9
70,1123,1138,58,78,0,-20
70,1120,1208,86,91,0,-5
70,1141,1325,69,83,0,-14
70,1245,1275,77,68,0,9
70,1405,1103,91,76,0,15
70,1234,1277,84,78,0,6
70,1458,1336,72,56,0,16
70,1155,1314,63,50,0,13
70,1235,1452,72,76,0,-4
70,1400,1124,69,83,0,-14
70,1279,1397,52,50,0,2
70,1240,1184,82,86,0,-4
70,1268,1345,61,60,0,1
70,1242,1243,74,51,0,23
70,1116,1280,61,45,0,16
70,1182,1173,69,64,0,5
70,1102,1228,71,75,0,-4
70,1305,1424,72,62,0,10
70,1390,1425,66,72,0,-6
70,1300,1354,64,63,0,1
70,1164,1288,82,95,0,-13
70,1312,1420,71,75,0,-4
71,1241,1189,78,57,0,21
71,1187,1102,82,73,0,9
71,1269,1200,60,54,0,6
71,1196,1376,66,72,0,-6
71,1154,1422,66,85,0,-19
71,1273,1190,64,70,0,-6
71,1441,1151,67,74,0,-7
71,1344,1371,43,60,0,-17
71,1338,1439,83,72,0,11
71,1348,1433,62,63,0,-1
71,1104,1261,78,60,0,18
71,1459,1440,80,84,0,-4
71,1247,1387,82,75,0,7
71,1132,1444,70,76,0,-6
71,1102,1416,75,61,0,14
71,1455,1408,75,67,0,8
71,1395,1329,81,78,0,3
71,1385,1437,70,59,0,11
71,1166,1207,79,86,0,-7
71,1301,1438,57,64,0,-7
71,1409,1374,63,65,0,-2
71,1281,1246,75,70,0,5
71,1394,1372,75,84,0,-9
71,1249,1230,58,67,0,-9
72,1188,1398,68,60,0,8
72,1102,1112,73,58,0,15
72,1287,1293,66,56,0,10
72,1234,1326,85,89,0,-4
72,1102,1140,60,105,0,-45
72,1396,1153,60,63,0,-3
72,1184,1122,79,94,0,-15
72,1183,1125,61,89,0,-28
72,1143,1390,55,70,0,-15
72,1333,1102,91,71,0,20
72,1451,1286,96,88,0,8
72,1102,1186,75,89,0,-14
72,1369,1399,68,64,0,4
72,1404,1240,70,82,0,-12
72,1461,1161,72,74,0,-2
72,1201,1429,53,69,0,-16
72,1353,1278,76,72,0,4
72,1340,1285,64,70,0,-6
72,1332,1450,71,74,0,-3
72,1334,1211,58,76,0,-18
72,1383,1447,67,74,0,-7
72,1467,1384,68,62,0,6
72,1347,1367,63,61,0,2
72,1254,1192,70,78,0,-8
72,1205,1342,59,53,0,6
73,1102,1315,82,85,0,-3
73,1349,1379,88,62,0,26
73,1453,1237,71,80,0,-9
73,1402,1102,57,47,0,10
73,1454,1297,73,87,0,-14
73,1102,1236,82,72,0,10
73,1198,1102,80,87,0,-7
73,1169,1413,80,77,0,3
73,1117,1102,95,87,0,8
73,1330,1267,82,81,0,1
73,1375,1157,71,65,0,6
73,1426,1102,63,56,0,7
73,1336,1268,55,50,0,5
73,1324,1156,72,80,0,-8
73,1352,1464,78,84,0,-6
73,1292,1150,66,65,0,1
73,1173,1206,74,65,0,9
73,1407,1204,68,56,0,12
73,1245,1103,61,72,0,-11
73,1414,1167,70,53,0,17
73,1412,1431,63,51,0,12
73,1227,1460,47,72,0,-25
73,1317,1256,63,68,0,-5
73,1303,1442,77,85,0,-8
73,1295,1331,61,54,0,7
73,1355,1377,56,64,0,-8
73,1308,1465,75,85,0,-10
73,1264,1284,65,70,0,-5
73,1305,1129,74,72,0,2
73,1469,1370,77,76,0,1
73,1218,1142,84,68,0,16
73,1306,1262,69,74,0,-5
73,1383,1447,81,84,0,-3
73,1467,1384,59,54,0,5
73,1347,1367,102,66,0,36
73,1195,1466,86,60,0,26
73,1205,1342,91,64,0,27
74,1139,1177,68,58,0,10
74,1328,1235,79,72,0,7
74,1130,1301,65,81,0,-16
74,1274,1439,76,80,0,-4
74,1163,1371,73,80,0,-7
74,1123,1405,81,67,0,14
74,1281,1104,68,65,0,3
74,1200,1247,76,68,0,8
74,1154,1441,74,63,0,11
74,1158,1406,90,88,0,2
74,1188,1125,62,94,0,-32
74,1260,1191,68,55,0,13
74,1434,1179,77,80,0,-3
74,1102,1315,85,81,0,4
74,1451,1286,82,74,0,8
74,1198,1102,47,90,0,-43
74,1344,1385,81,92,0,-11
74,1155,1393,78,61,0,17
74,1317,1256,57,55,0,2
74,1452,1242,91,79,0,12
74,1102,1187,66,59,0,7
74,1387,1382,70,59,0,11
74,1220,1180,71,73,0,-2
74,1141,1444,65,67,0,-2
74,1287,1122,75,74,0,1
74,1138,1275,88,64,0,24
74,1228,1458,75,60,0,15
74,1229,1283,67,74,0,-7
74,1454,1297,65,79,0,-14
74,1329,1400,75,67,0,8
74,1340,1285,61,56,0,5
74,1186,1102,90,64,0,26
74,1376,1280,59,75,0,-16
74,1424,1102,68,58,0,10
74,1332,1102,86,74,0,12
74,1184,1293,64,76,0,-12
74,1133,1356,74,66,0,8
74,1243,1403,62,73,0,-11
74,1120,1279,84,86,0,-2
74,1438,1338,73,66,0,7
74,1190,1151,65,67,0,-2
74,1345,1321,75,70,0,5
74,1352,1464,66,70,0,-4
74,1404,1399,66,64,0,2
74,1266,1166,68,71,0,-3
74,1292,1150,73,60,0,13
74,1426,1102,58,52,0,6
74,1369,1240,54,66,0,-12
74,1375,1157,70,66,0,4
74,1349,1379,76,68,0,8
74,1453,1237,79,72,0,7
74,1324,1156,78,80,0,-2
74,1183,1398,86,72,0,14
74,1412,1431,75,60,0,15
74,1117,1102,83,77,0,6
74,1402,1102,77,67,0,10
74,1407,1204,64,79,0,-15
74,1102,1236,83,56,0,27
74,1169,1413,63,75,0,-12
74,1208,1435,73,70,0,3
74,1461,1161,59,68,0,-9
74,1333,1450,68,66,0,2
74,1181,1314,87,91,0,-4
74,1202,1459,67,75,0,-8
74,1409,1416,58,65,0,-7
74,1320,1232,57,61,0,-4
74,1277,1304,66,56,0,10
74,1330,1267,67,87,0,-20
74,1246,1397,71,82,0,-11
74,1160,1112,82,79,0,3
74,1348,1269,63,75,0,-12
74,1227,1460,57,77,0,-20
74,1210,1323,82,80,0,2
74,1303,1442,73,75,0,-2
74,1295,1331,74,80,0,-6
74,1355,1377,89,78,0,11
74,1308,1465,97,70,0,27
74,1264,1284,69,71,0,-2
74,1469,1370,56,77,0,-21
74,1425,1417,66,48,0,18
74,1414,1167,57,62,0,-5
74,1218,1142,81,64,0,17
74,1102,1337,70,91,0,-21
74,1306,1262,74,63,0,11
74,1146,1270,70,80,0,-10
74,1394,1230,53,58,0,-5
74,1108,1238,66,74,0,-8
74,1391,1252,61,69,0,-8
74,1468,1239,63,44,0,19
74,1249,1101,62,77,0,-15
74,1106,1115,73,67,0,6
74,1105,1290,93,58,0,35
74,1380,1212,69,72,0,-3
74,1358,1311,78,71,0,7
74,1195,1466,69,60,0,9
74,1411,1410,77,75,0,2
75,1408,1153,61,64,0,-3
75,1102,1234,67,65,0,2
75,1158,1406,66,53,0,13
75,1260,1191,69,58,0,11
75,1434,1179,74,57,0,17
75,1220,1180,79,74,0,5
75,1437,1207,84,74,0,10
75,1229,1283,62,72,0,-10
75,1455,1396,70,67,0,3
75,1320,1232,70,67,0,3
75,1305,1129,73,62,0,11
75,1133,1356,68,69,0,-1
75,1193,1346,63,78,0,-15
